Scheme Name, Net Asset Value
Reliance Dual Advantage Fixed Tenure Fund II - Plan C - Dividend Payout Option, 15.7512
Reliance Dual Advantage Fixed Tenure Fund II - Plan C - Growth Option, 15.9518
Reliance Dual Advantage Fixed Tenure Fund II - Plan D - Dividend Payout Option, 14.3814
Reliance Dual Advantage Fixed Tenure Fund II - Plan D - Growth Option, 14.5819
Reliance Dual Advantage Fixed Tenure Fund II - Plan E - Dividend Payout Option, 14.3834
Reliance Dual Advantage Fixed Tenure Fund II - Plan E - Growth Option, 14.5839
Reliance Dual Advantage Fixed Tenure Fund II - Plan G - Dividend Payout Option, 16.0502
Reliance Dual Advantage Fixed Tenure Fund II - Plan G - Growth Option, 16.0602
Reliance Dual Advantage Fixed Tenure Fund II - Plan H - Dividend Payout Option, 15.5512
Reliance Dual Advantage Fixed Tenure Fund II - Plan H - Growth Option, 15.5612
Reliance Dual Advantage Fixed Tenure Fund III - Plan A - Direct Plan - Dividend Payout Option, 13.1471
Reliance Dual Advantage Fixed Tenure Fund III - Plan A - Direct Plan - Growth Option, 13.5024
Reliance Dual Advantage Fixed Tenure Fund III - Plan A - Dividend Payout Option, 12.9010
Reliance Dual Advantage Fixed Tenure Fund III - Plan A - Growth Option, 13.1028
Reliance Dual Advantage Fixed Tenure Fund III - Plan B - Direct Plan - Dividend Payout Option, 14.4006
Reliance Dual Advantage Fixed Tenure Fund III - Plan B - Direct Plan - Growth Option, 14.5006
Reliance Dual Advantage Fixed Tenure Fund III - Plan B - Dividend Payout Option, 13.9369
Reliance Dual Advantage Fixed Tenure Fund III - Plan B - Growth Option, 14.0369
Reliance Dual Advantage Fixed Tenure Fund III - Plan C - Direct Plan - Dividend Option, 10.0000
Reliance Dual Advantage Fixed Tenure Fund III - Plan C - Dividend Option, 10.0000
Reliance Dual Advantage Fixed Tenure Fund III - Plan C - Growth Option, 15.7817
Reliance Dual Advantage Fixed Tenure Fund III -Plan C- Direct Plan - Growth Option, 16.7537
Reliance Dual Advantage Fixed Tenure Fund III - Plan D - Direct Plan - Dividend Payout Option, 13.3852
Reliance Dual Advantage Fixed Tenure Fund III - Plan D - Direct Plan - Growth Option, 13.5857
Reliance Dual Advantage Fixed Tenure Fund III - Plan D - Dividend Payout Option, 12.9362
Reliance Dual Advantage Fixed Tenure Fund III - Plan D - Growth Option, 13.1367
Reliance Dual Advantage Fixed Tenure Fund IV - Plan A - Direct Plan -Growth Option, 16.8590
Reliance Dual Advantage Fixed Tenure Fund IV - Plan A - Direct Plan- Dividend Payout option, 13.7684
Reliance Dual Advantage Fixed Tenure Fund IV - Plan A - Dividend Option, 13.3200
Reliance Dual Advantage Fixed Tenure Fund IV - Plan A - Growth Option, 15.9063
Reliance Dual Advantage Fixed Tenure Fund IV - Plan B - Direct Plan - Growth Option, 13.5494
Reliance Dual Advantage Fixed Tenure Fund IV - Plan B - Dividend Payout Option, 13.0206
Reliance Dual Advantage Fixed Tenure Fund IV - Plan B - Growth Option, 13.1206
Reliance Dual Advantage Fixed Tenure Fund IV - Plan C - Direct Plan - Dividend Payout Option, 10.0000
Reliance Dual Advantage Fixed Tenure Fund IV - Plan C - Direct Plan - Growth Option, 13.8573
Reliance Dual Advantage Fixed Tenure Fund IV - Plan C - Dividend Payout Option, 10.0000
Reliance Dual Advantage Fixed Tenure Fund IV - Plan C - Growth Option, 13.3865
Reliance Dual Advantage Fixed Tenure Fund IV - Plan D - Direct Plan - Dividend Payout Option, 10.0000
Reliance Dual Advantage Fixed Tenure Fund IV - Plan D - Direct Plan - Growth Option, 13.4311
Reliance Dual Advantage Fixed Tenure Fund IV - Plan D - Dividend Payout Option, 10.0000
Reliance Dual Advantage Fixed Tenure Fund IV - Plan D - Growth Option, 12.9807
Reliance Dual Advantage Fixed Tenure Fund IV - Plan E - Direct Plan - Dividend Payout Option, 10.0000
Reliance Dual Advantage Fixed Tenure Fund IV - Plan E - Direct Plan - Growth Option, 12.9228
Reliance Dual Advantage Fixed Tenure Fund IV - Plan E - Dividend Payout Option, 10.0000
Reliance Dual Advantage Fixed Tenure Fund IV - Plan E - Growth Option, 12.4216
Reliance Dual Advantage Fixed Tenure Fund IX- Plan A- Direct Plan-Dividend Payout Option, 10.0000
Reliance Dual Advantage Fixed Tenure Fund IX- Plan A- Direct Plan-Growth Option, 13.5077
Reliance Dual Advantage Fixed Tenure Fund IX- Plan A- Dividend Payout Option, 10.0000
Reliance Dual Advantage Fixed Tenure Fund IX- Plan A- Growth Option, 12.9895
Reliance Dual Advantage Fixed Tenure Fund IX- Plan B- Direct Plan-Dividend Payout Option, 10.0000
Reliance Dual Advantage Fixed Tenure Fund IX- Plan B- Direct Plan-Growth Option, 13.1108
Reliance Dual Advantage Fixed Tenure Fund IX- Plan B- Dividend Payout Option, 10.0000
Reliance Dual Advantage Fixed Tenure Fund IX- Plan B- Growth Option, 12.6755
Reliance Dual Advantage Fixed Tenure Fund IX- Plan C- Direct Plan-Dividend Payout Option, 10.0000
Reliance Dual Advantage Fixed Tenure Fund IX- Plan C- Direct Plan-Growth Option, 13.1428
Reliance Dual Advantage Fixed Tenure Fund IX- Plan C- Dividend Payout Option, 10.0000
Reliance Dual Advantage Fixed Tenure Fund IX- Plan C- Growth Option, 12.7185
Reliance Dual Advantage Fixed Tenure Fund V - Plan A - Direct Plan - Dividend Payout Option, 10.0000
Reliance Dual Advantage Fixed Tenure Fund V - Plan A - Direct Plan - Growth Option, 13.5536
Reliance Dual Advantage Fixed Tenure Fund V - Plan A - Dividend Payout Option, 10.0000
Reliance Dual Advantage Fixed Tenure Fund V - Plan A - Growth Option, 13.0044
Reliance Dual Advantage Fixed Tenure Fund V - Plan B - Direct Plan - Dividend Payout Option, 10.0000
Reliance Dual Advantage Fixed Tenure Fund V - Plan B - Direct Plan - Growth Option, 12.5002
Reliance Dual Advantage Fixed Tenure Fund V - Plan B - Dividend Payout Option, 10.0000
Reliance Dual Advantage Fixed Tenure Fund V - Plan B - Growth Option, 11.9439
Reliance Dual Advantage Fixed Tenure Fund V - Plan C -Direct Plan -Growth Option, 12.6324
Reliance Dual Advantage Fixed Tenure Fund V - Plan C -Dividend Payout Option, 10.0000
Reliance Dual Advantage Fixed Tenure Fund V - Plan C -Growth Option, 12.1172
Reliance Dual Advantage Fixed Tenure Fund V - Plan E - Direct Plan - Dividend Payout Option, 10.0000
Reliance Dual Advantage Fixed Tenure Fund V - Plan E - Direct Plan - Growth Option, 12.0101
Reliance Dual Advantage Fixed Tenure Fund V - Plan E - Dividend Payout Option, 10.0000
Reliance Dual Advantage Fixed Tenure Fund V - Plan E - Growth Option, 11.4985
Reliance Dual Advantage Fixed Tenure Fund V - Plan F- Direct Plan - Dividend Payout Option, 10.0000
Reliance Dual Advantage Fixed Tenure Fund V - Plan F- Direct Plan - Growth Option, 12.4429
Reliance Dual Advantage Fixed Tenure Fund V - Plan F- Dividend Payout Option, 10.0000
Reliance Dual Advantage Fixed Tenure Fund V - Plan F- Growth Option, 11.9359
Reliance Dual Advantage Fixed Tenure Fund V- Plan G- Direct Plan - Dividend Payout Option, 10.0000
Reliance Dual Advantage Fixed Tenure Fund V- Plan G- Direct Plan - Growth Option, 13.4266
Reliance Dual Advantage Fixed Tenure Fund V- Plan G- Dividend Payout Option, 10.0000
Reliance Dual Advantage Fixed Tenure Fund V- Plan G- Growth Option, 12.8670
Reliance Dual Advantage Fixed Tenure Fund V- Plan H- Direct Plan- Dividend payout option, 10.0000
Reliance Dual Advantage Fixed Tenure Fund V- Plan H- Direct Plan- Growth Option, 12.1888
Reliance Dual Advantage Fixed Tenure Fund V- Plan H- Dividend Payout Option, 10.0000
Reliance Dual Advantage Fixed Tenure Fund V- Plan H- Growth Option, 11.6611
Reliance Dual Advantage Fixed Tenure Fund VI- Plan A- Direct Plan- Growth Option, 12.3187
Reliance Dual Advantage Fixed Tenure Fund VI- Plan A- Growth Option, 11.9690
Reliance Dual Advantage Fixed Tenure Fund- VI- Plan A- Direct Plan- Dividend Payout Option, 10.0000
Reliance Dual Advantage Fixed Tenure Fund- VI- Plan A- Dividend Payout Option, 10.0000
Reliance Dual Advantage Fixed Tenure Fund VI- Plan B- Direct Plan- DIvidend Payout Option, 10.0000
Reliance Dual Advantage Fixed Tenure Fund VI- Plan B- Direct Plan- Growth Option, 11.8692
Reliance Dual Advantage Fixed Tenure Fund VI- Plan B- Dividend Payout Option, 10.0000
Reliance Dual Advantage Fixed Tenure Fund VI- Plan B- Growth Option, 11.5666
Reliance Dual Advantage Fixed Tenure Fund VI- Plan C- Direct Plan Dividend Payout Option, 10.0000
Reliance Dual Advantage Fixed Tenure Fund VI- Plan C- Direct Plan- Growth Option, 11.9531
Reliance Dual Advantage Fixed Tenure Fund VI- Plan C- Dividend Payout Option, 10.0000
Reliance Dual Advantage Fixed Tenure Fund VI- Plan C- Growth Option, 11.5547
Reliance Dual Advantage Fixed Tenure Fund VI Plan D- Growth Option, 12.0261
Reliance Dual Advantage Fixed Tenure Fund VI- Plan D- Direct Plan- Dividend Payout Option, 10.0000
Reliance Dual Advantage Fixed Tenure Fund VI- Plan D- Direct Plan- Growth Option, 12.4062
Reliance Dual Advantage Fixed Tenure Fund VI- Plan D- Dividend Payout Option, 10.0000
Reliance Dual Advantage Fixed Tenure Fund VI- Plan E - Growth Option, 11.3794
Reliance Dual Advantage Fixed Tenure Fund VI- Plan E- Direct Plan- Growth Option, 11.7722
Reliance Dual Advantage Fixed Tenure Fund VI- Plan E- Dividend Payout Option, 10.0000
Reliance Dual Advantage Fixed Tenure Fund VI- Plan F- Direct Plan - Dividend Payout Option, 10.0000
Reliance Dual Advantage Fixed Tenure Fund VI- Plan F- Direct Plan - Growth Option, 12.1552
Reliance Dual Advantage Fixed Tenure Fund VI- Plan F- Dividend Payout Option, 10.0000
Reliance Dual Advantage Fixed Tenure Fund VI- Plan F- Growth Option, 11.7495
Reliance Dual Advantage Fixed Tenure Fund VII - Plan B - Direct Plan - Dividend Payout Option, 10.0000
Reliance Dual Advantage Fixed Tenure Fund VII - Plan B - Direct Plan - Growth Option, 12.2224
Reliance Dual Advantage Fixed Tenure Fund VII - Plan B - Dividend Payout Option, 10.0000
Reliance Dual Advantage Fixed Tenure Fund VII - Plan B - Growth Option, 11.8126
Reliance Dual Advantage Fixed Tenure Fund VII- Plan A- Direct Plan-Dividend Payout Option, 10.0000
Reliance Dual Advantage Fixed Tenure Fund VII- Plan A- Direct Plan-Growth Option, 12.1837
Reliance Dual Advantage Fixed Tenure Fund VII- Plan A- Dividend Payout Option, 10.0000
Reliance Dual Advantage Fixed Tenure Fund VII- Plan A- Growth Option, 11.7707
Reliance Dual Advantage Fixed Tenure Fund VII- Plan C- Direct Plan-Dividend Payout Option, 10.0000
Reliance Dual Advantage Fixed Tenure Fund VII- Plan C- Direct Plan-Growth Option, 11.7793
Reliance Dual Advantage Fixed Tenure Fund VII- Plan C- Dividend Payout Option, 10.0000
Reliance Dual Advantage Fixed Tenure Fund VII- Plan C- Growth Option, 11.3802
Reliance Dual Advantage Fixed Tenure Fund VII- Plan D- Direct Plan- Growth Option, 11.9999
Reliance Dual Advantage Fixed Tenure Fund VII- Plan D- Direct Plan-Dividend Payout Option, 10.0000
Reliance Dual Advantage Fixed Tenure Fund VII- Plan D- Dividend Payout Option, 10.0000
Reliance Dual Advantage Fixed Tenure Fund VII- Plan D- Growth Option, 11.6425
Reliance Dual Advantage Fixed Tenure Fund VII- Plan E- Direct Plan-Dividend Payout Option, 10.0000
Reliance Dual Advantage Fixed Tenure Fund VII- Plan E- Direct Plan-Growth Option, 11.8440
Reliance Dual Advantage Fixed Tenure Fund VII- Plan E- Dividend Payout Option, 10.0000
Reliance Dual Advantage Fixed Tenure Fund VII- Plan E- Growth Option, 11.6297
Reliance Dual Advantage Fixed Tenure Fund VIII- Plan A- Direct Plan- Growth Option, 12.315
Reliance Dual Advantage Fixed Tenure Fund VIII- Plan A- Direct Plan-Dividend Payout Option, 12.315
Reliance Dual Advantage Fixed Tenure Fund VIII- Plan A- Dividend Payout Option, 11.9048
Reliance Dual Advantage Fixed Tenure Fund VIII- Plan A- Growth Option, 11.9048
Reliance Dual Advantage Fixed Tenure Fund VIII- Plan B-Direct Plan-Dividend Payout Option, 12.3167
Reliance Dual Advantage Fixed Tenure Fund VIII- Plan B-Direct Plan-Growth Option, 12.3167
Reliance Dual Advantage Fixed Tenure Fund VIII- Plan B-Dividend Payout Option, 11.9469
Reliance Dual Advantage Fixed Tenure Fund VIII- Plan B-Growth Option, 11.9469
Reliance Dual Advantage Fixed Tenure Fund VIII- Plan C- Direct Plan-Dividend Payout Option, 12.1021
Reliance Dual Advantage Fixed Tenure Fund VIII- Plan C- Direct Plan-Growth Option, 12.1021
Reliance Dual Advantage Fixed Tenure Fund VIII- Plan C- Dividend Payout Option, 11.7556
Reliance Dual Advantage Fixed Tenure Fund VIII- Plan C- Growth Option, 11.7556
Reliance Fixed Horizon Fund XLI - Series 2 - Direct Plan - Dividend Payout Option, 10.0000
Reliance Fixed Horizon Fund XLI - Series 2 - Direct Plan - Growth Option, 10.1951
Reliance Fixed Horizon Fund XLI - Series 2 - Dividend Payout Option, 10.0000
Reliance Fixed Horizon Fund XLI - Series 2 - Growth Option, 10.1898
Reliance Fixed Horizon Fund - XXII - Series 21 - Dividend Payout Option, 10.0000
Reliance Fixed Horizon Fund - XXII - Series 21 - Growth Option, 12.9924
Reliance Fixed Horizon Fund - XXII - Series 22 - Dividend Payout Option, 10.0000
Reliance Fixed Horizon Fund - XXII - Series 22 - Growth Option, 12.8537
Reliance Fixed Horizon Fund - XXII - Series 23 - Dividend Payout Option, 10.0000
Reliance Fixed Horizon Fund - XXII - Series 23 - Growth Option, 12.8692
Reliance Fixed Horizon Fund - XXII - Series 24 - Dividend Payout Option, 12.8591
Reliance Fixed Horizon Fund - XXII - Series 24 - Growth Option, 15.0562
Reliance Fixed Horizon Fund - XXII - Series 26 - Dividend Payout Option, 10.0000
Reliance Fixed Horizon Fund - XXII - Series 26 - Growth Option, 12.9970
Reliance Fixed Horizon Fund - XXII - Series 29 - Dividend Option, 10.0000
Reliance Fixed Horizon Fund - XXII - Series 29 - Growth Option, 12.8506
Reliance Fixed Horizon Fund XXII - Sereis 30 - Dividend Payout Option, 14.7933
Reliance Fixed Horizon Fund XXII - Series 30 - Growth Option, 14.8033
Reliance Fixed Horizon Fund - XXII - Series 34 - Dividend Payout Option, 10.0000
Reliance Fixed Horizon Fund - XXII -Series -34 Growth Option, 12.9275
Reliance Fixed Horizon Fund - XXIII - Series 11 - Direct Plan - Growth Option, 12.8722
Reliance Fixed Horizon Fund - XXIII - Series 11 - Dividend Payout Option, 10.0000
Reliance Fixed Horizon Fund - XXIII - Series 11 - Growth Option, 12.7733
Reliance Fixed Horizon Fund - XXIII - Series 12 - Direct Plan - Growth  Option, 13.8038
Reliance Fixed Horizon Fund - XXIII - Series 12 - Dividend Payout Option, 10.0000
Reliance Fixed Horizon Fund - XXIII - Series 12 - Growth Option, 13.7083
Reliance Fixed Horizon Fund - XXIII - Series 8 - Direct Plan - Dividend Payout Option, 10.0000
Reliance Fixed Horizon Fund - XXIII - Series 8 - Direct Plan - Growth Option, 14.0124
Reliance Fixed Horizon Fund - XXIII - Series 8 - Dividend Payout Option, 10.0000
Reliance Fixed Horizon Fund - XXIII - Series 8 - Growth Option, 13.9384
Reliance Fixed Horizon Fund - XXIV - Series 10 - Direct Plan - Dividend Payout Option, 10.0000
Reliance Fixed Horizon Fund - XXIV - Series 10 - Direct Plan - Growth Option, 13.0824
Reliance Fixed Horizon Fund - XXIV - Series 10 - Dividend Payout Option, 10.0000
Reliance Fixed Horizon Fund - XXIV - Series 10 - Growth Option, 12.9473
Reliance Fixed Horizon Fund - XXIV - Series 11 - Direct Plan - Growth Option, 14.993
Reliance Fixed Horizon Fund - XXIV - Series 11 - Growth Option, 14.8722
Reliance Fixed Horizon Fund - XXIV - Series 13 -Direct Plan -Growth Option, 13.3252
Reliance Fixed Horizon Fund - XXIV - Series 13 -Dividend Payout Option, 10.0000
Reliance Fixed Horizon Fund - XXIV - Series 13 -Growth Option, 13.0958
Reliance Fixed Horizon Fund - XXIV - Series 15-Direct Plan -Growth Option, 15.0336
Reliance Fixed Horizon Fund - XXIV - Series 15-Dividend Payout Option, 10.0000
Reliance Fixed Horizon Fund - XXIV - Series 15-Growth Option, 14.87
Reliance Fixed Horizon Fund - XXIV - Series 16 - Direct Plan - Growth Plan, 13.1293
Reliance Fixed Horizon Fund - XXIV - Series 16 - Growth Plan, 13.0887
Reliance Fixed Horizon Fund - XXIV - Series 17 -Dividend Payout Option, 10.0000
Reliance Fixed Horizon Fund - XXIV - Series 17- Direct Plan -Dividend Payout Option, 10.0000
Reliance Fixed Horizon Fund - XXIV - Series 17-Direct Plan -Growth Option, 13.1119
Reliance Fixed Horizon Fund - XXIV - Series 17-Growth Option, 13.0080
Reliance Fixed Horizon Fund - XXIV - Series 18 -Direct Plan -Growth Option, 13.1299
Reliance Fixed Horizon Fund - XXIV - Series 18 -Dividend Payout Optioin, 10.0000
Reliance Fixed Horizon Fund - XXIV - Series 18-Growth Option, 13.0897
Reliance Fixed Horizon Fund - XXIV - Series 2 - Direct Plan - Dividend Payout Option, 10.0000
Reliance Fixed Horizon Fund - XXIV - Series 2 - Direct Plan - Growth Option, 15.7850
Reliance Fixed Horizon Fund - XXIV - Series 2 - Dividend Payout Option, 10.0000
Reliance Fixed Horizon Fund - XXIV - Series 2 - Growth Option, 15.5551
Reliance Fixed Horizon Fund - XXIV - Series 20 - Direct Plan - Dividend Payout Option, 10.0000
Reliance Fixed Horizon Fund - XXIV - Series 20 - Direct Plan - Growth Option, 13.1969
Reliance Fixed Horizon Fund - XXIV - Series 20 - Dividend Payout Option, 10.0000
Reliance Fixed Horizon Fund - XXIV - Series 20 - Growth Option, 12.9991
Reliance Fixed Horizon Fund - XXIV - Series 22 - Direct Plan - Dividend Payout Option, 10.0000
Reliance Fixed Horizon Fund - XXIV - Series 22 - Direct Plan - Growth Option, 13.6532
Reliance Fixed Horizon Fund - XXIV - Series 22 - Dividend Payout Option, 10.0000
Reliance Fixed Horizon Fund - XXIV - Series 22 - Growth Option, 13.5557
Reliance Fixed Horizon Fund - XXIV - Series 24 - Direct Plan - Dividend Payout Option, 15.1213
Reliance Fixed Horizon Fund - XXIV - Series 24 - Direct Plan - Growth Option, 15.1213
Reliance Fixed Horizon Fund - XXIV - Series 24 - Dividend Payout Option, 14.7971
Reliance Fixed Horizon Fund - XXIV - Series 24 - Growth Option, 14.7971
Reliance Fixed Horizon Fund - XXIV - Series 25 - Direct Plan - Dividend Payout Option, 10
Reliance Fixed Horizon Fund - XXIV - Series 25 - Dividend Payout Option, 10
Reliance Fixed Horizon Fund - XXIV - Series 25 - Growth Option, 14.1524
Reliance Fixed Horizon Fund - XXIV - Series 25- Direct Plan - Growth Option, 14.2784
Reliance Fixed Horizon Fund - XXIV - Series 3-Direct Plan - Dividend Payout Option, 10.0000
Reliance Fixed Horizon Fund - XXIV - Series 3-Direct Plan - Growth Option, 14.7249
Reliance Fixed Horizon Fund - XXIV - Series 3-Dividend payout Option, 10.0000
Reliance Fixed Horizon Fund - XXIV - Series 3-Growth Option, 14.6467
Reliance Fixed Horizon Fund - XXIV - Series 4-Direct Plan - Dividend Payout Option, 10.0000
Reliance Fixed Horizon Fund - XXIV - Series 4-Direct Plan - Growth Option, 15.0266
Reliance Fixed Horizon Fund - XXIV - Series 4-Dividend payout Option, 10.0000
Reliance Fixed Horizon Fund - XXIV - Series 4-Growth Option, 14.8884
Reliance Fixed Horizon Fund - XXIV - Series 5 - Direct Plan - Dividend Payout Option, 10.0000
Reliance Fixed Horizon Fund - XXIV - Series 5 - Direct Plan - Growth Option, 12.9811
Reliance Fixed Horizon Fund - XXIV - Series 5 - Dividend Payout Option, 10.0000
Reliance Fixed Horizon Fund - XXIV - Series 5 - Growth Option, 12.9048
Reliance Fixed Horizon Fund - XXIV - Series 6 - Direct Plan - Dividend Payout Option, 10.0000
Reliance Fixed Horizon Fund - XXIV - Series 6 - Direct Plan - Growth Option, 13.2349
Reliance Fixed Horizon Fund - XXIV - Series 6 - Dividend Payout Option, 10.0000
Reliance Fixed Horizon Fund - XXIV - Series 6 - Growth Option, 13.1584
Reliance Fixed Horizon Fund - XXIV - Series 7 - Direct Plan - Dividend Payout Option, 10.0000
Reliance Fixed Horizon Fund - XXIV - Series 7 - Direct Plan - Growth Option, 13.2700
Reliance Fixed Horizon Fund - XXIV - Series 7 - Dividend Payout Option, 10.0000
Reliance Fixed Horizon Fund - XXIV - Series 7 - Growth Option, 13.1103
Reliance Fixed Horizon Fund - XXIV - Series 8-Direct Plan-Growth Option, 13.2741
Reliance Fixed Horizon Fund - XXIV - Series 8-Dividend Payout Option, 10.0000
Reliance Fixed Horizon Fund - XXIV - Series 8-Growth Option, 13.2032
Reliance Fixed Horizon Fund - XXIV - Series 9 -Direct Plan -Growth Option, 13.2871
Reliance Fixed Horizon Fund - XXIV - Series 9 -Dividend Payout Option, 10.0000
Reliance Fixed Horizon Fund - XXIV - Series 9-Growth Option, 13.1016
Reliance Fixed Horizon Fund - XXV - Series 1 -Direct Plan -Dividend Payout Option, 10.0000
Reliance Fixed Horizon Fund - XXV - Series 1-Direct Plan -Growth Option, 13.6162
Reliance Fixed Horizon Fund - XXV - Series 1-Dividend Payout Option, 10.0000
Reliance Fixed Horizon Fund - XXV - Series 1-Growth Option, 13.5271
Reliance Fixed Horizon Fund - XXV - Series 11 - Direct Plan - Growth Option, 13.1933
Reliance Fixed Horizon Fund - XXV - Series 11 - Growth Option, 13.1141
Reliance Fixed Horizon Fund - XXV - Series 12 - Direct Plan - Growth Option, 13.1795
Reliance Fixed Horizon Fund - XXV - Series 12 - Dividend Payout Option, 10.0000
Reliance Fixed Horizon Fund - XXV - Series 12 - Growth Option, 13.1014
Reliance Fixed Horizon Fund - XXV - Series 13 - Direct Plan - Growth Option, 13.1285
Reliance Fixed Horizon Fund - XXV - Series 13 - Dividend Payout Option, 10.0000
Reliance Fixed Horizon Fund - XXV - Series 13 - Growth Option, 13.0362
Reliance Fixed Horizon Fund - XXV - Series 14-Direct Plan -Growth Option, 12.8223
Reliance Fixed Horizon Fund - XXV - Series 14-Growth Option, 12.7842
Reliance Fixed Horizon Fund - XXV - Series 16 - Direct Plan - Dividend Payout Option, 10.0000
Reliance Fixed Horizon Fund - XXV - Series 16 - Direct Plan - Growth Option, 13.0940
Reliance Fixed Horizon Fund - XXV - Series 16 - Dividend Payout Option, 10.0000
Reliance Fixed Horizon Fund - XXV - Series 16 - Growth Option, 13.0073
Reliance Fixed Horizon Fund - XXV - Series 17 - Direct Plan - Dividend Payout Option, 10.0000
Reliance Fixed Horizon Fund - XXV - Series 17 - Direct Plan - Growth Option, 13.0662
Reliance Fixed Horizon Fund - XXV - Series 17 - Growth Option, 12.9818
Reliance Fixed Horizon Fund - XXV - Series 18 - Direct Plan - Growth Option, 13.0639
Reliance Fixed Horizon Fund - XXV - Series 18 - Growth Option, 13.0279
Reliance Fixed Horizon Fund - XXV - Series 19 - Direct Plan - Growth Option, 11.1432
Reliance Fixed Horizon Fund - XXV - Series 19 - Dividend Payout Option, 10.0000
Reliance Fixed Horizon Fund - XXV - Series 19 - Growth Option, 11.1249
Reliance Fixed Horizon Fund - XXV - Series 2 -Direct Plan -Dividend Payout Option, 10.0000
Reliance Fixed Horizon Fund - XXV - Series 2-Direct Plan-Growth Option, 12.8717
Reliance Fixed Horizon Fund - XXV - Series 2-Dividend Payout Option, 10.0000
Reliance Fixed Horizon Fund - XXV - Series 2-Growth Option, 12.8197
Reliance Fixed Horizon Fund - XXV - Series 20 - Direct Plan - Dividend Payout Option, 12.0258
Reliance Fixed Horizon Fund - XXV - Series 20 - Direct Plan - Growth Option, 15.0849
Reliance Fixed Horizon Fund - XXV - Series 20 - Dividend Payout Option, 11.9505
Reliance Fixed Horizon Fund - XXV - Series 20 - Growth Option, 14.8256
Reliance Fixed Horizon Fund - XXV - Series 21 - Direct Plan - Dividend Payout Option, 10.0000
Reliance Fixed Horizon Fund - XXV - Series 21 - Direct Plan - Growth Option, 13.0344
Reliance Fixed Horizon Fund - XXV - Series 21 - Dividend Payout Option, 10.0000
Reliance Fixed Horizon Fund - XXV - Series 21 - Growth Option, 12.9155
Reliance Fixed Horizon Fund - XXV - Series 22 - Direct Plan - Dividend Payout Option, 10.0000
Reliance Fixed Horizon Fund - XXV - Series 22 - Direct Plan - Growth Option, 13.0616
Reliance Fixed Horizon Fund - XXV - Series 22 - Dividend Payout Option, 10.0000
Reliance Fixed Horizon Fund - XXV - Series 22 - Growth Option, 12.9419
Reliance Fixed Horizon Fund - XXV - Series 23 - Direct Plan - Dividend Payout Option, 10.0000
Reliance Fixed Horizon Fund - XXV - Series 23 - Direct Plan - Growth Option, 13.5564
Reliance Fixed Horizon Fund - XXV - Series 23 - Dividend Payout Option, 10.0000
Reliance Fixed Horizon Fund - XXV - Series 23 - Growth Option, 13.4278
Reliance Fixed Horizon Fund - XXV - Series 24 - Direct Plan - Growth Option, 13.0105
Reliance Fixed Horizon Fund - XXV - Series 24 - Growth Option, 12.9758
Reliance Fixed Horizon Fund - XXV - Series 25 - Direct Plan - Dividend Payout Option, 10.0000
Reliance Fixed Horizon Fund - XXV - Series 25 - Direct Plan - Growth Option, 13.2454
Reliance Fixed Horizon Fund - XXV - Series 25 - Dividend Payout Option, 10.0000
Reliance Fixed Horizon Fund - XXV - Series 25 - Growth Option, 13.0081
Reliance Fixed Horizon Fund - XXV - Series 26 - Direct Plan - Growth Option, 14.0991
Reliance Fixed Horizon Fund - XXV - Series 26 - Growth Option, 14.0241
Reliance Fixed Horizon Fund - XXV - Series 27 - Direct Plan - Dividend Payout Option, 10.0000
Reliance Fixed Horizon Fund - XXV - Series 27 - Direct Plan - Growth Option, 14.2798
Reliance Fixed Horizon Fund - XXV - Series 27 - Dividend Payout Option, 10.0000
Reliance Fixed Horizon Fund - XXV - Series 27 - Growth Option, 14.1195
Reliance Fixed Horizon Fund - XXV - Series 28 - Direct Plan - Dividend Payout Option, 10.0000
Reliance Fixed Horizon Fund - XXV - Series 28 - Direct Plan - Growth Option, 14.2678
Reliance Fixed Horizon Fund - XXV - Series 28 - Dividend Payout Option, 10.0000
Reliance Fixed Horizon Fund - XXV - Series 28 - Growth Option, 14.1798
Reliance Fixed Horizon Fund - XXV - Series 3  - Dividend Payout Option, 10.0000
Reliance Fixed Horizon Fund - XXV - Series 3 - Direct Plan - Dividend Payout Option, 10.0000
Reliance Fixed Horizon Fund - XXV - Series 3 - Direct Plan - Growth Option, 13.5394
Reliance Fixed Horizon Fund - XXV - Series 3 - Growth Option, 13.4468
Reliance Fixed Horizon Fund - XXV - Series 30 - Direct Plan - Dividend Payout Option, 10.0000
Reliance Fixed Horizon Fund - XXV - Series 30 - Direct Plan - Growth Option, 14.1942
Reliance Fixed Horizon Fund - XXV - Series 30 - Dividend Payout Option, 10.0000
Reliance Fixed Horizon Fund - XXV - Series 30 - Growth Option, 14.0150
Reliance Fixed Horizon Fund - XXV - Series 31 - Direct Plan - Growth Option, 12.9815
Reliance Fixed Horizon Fund - XXV - Series 31 - Dividend Payout Option, 10.0000
Reliance Fixed Horizon Fund - XXV - Series 31 - Growth Option, 12.9373
Reliance Fixed Horizon Fund - XXV - Series 32 - Direct Plan - Growth Option, 12.9565
Reliance Fixed Horizon Fund - XXV - Series 32 - Growth Option, 12.9162
Reliance Fixed Horizon Fund - XXV - Series 33 - Direct Plan - Growth Option, 12.9040
Reliance Fixed Horizon Fund - XXV - Series 33 - Dividend Payout Option, 10.0000
